reference,Eurostat,EU27 & UK,Final Energy|Liquids|Biomass,EJ/yr,0.1398,0.2364,0.3352,0.4251,0.504,0.5691,0.5863,0.614,0.557,0.605,0.5956,0.5913,0.6439,0.7266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Final Energy|Liquids|Fossil,EJ/yr,16.9666,16.9057,16.3468,16.3341,15.5213,15.3301,14.872,14.3262,14.166,13.9651,14.1912,14.369,14.4796,14.4293,14.4736,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Final Energy|Liquids|Fossil,EJ/yr,19.2014,19.1496,18.5935,18.4696,17.5565,17.3644,16.824,16.2848,16.0884,15.9096,16.1907,16.3982,16.532,16.4412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Final Energy|Non-Energy Use,EJ/yr,4.39,4.39,4.39,4.26,3.89,4.12,4.04,3.87,3.74,3.82,3.7,3.69,3.97,3.82,3.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Final Energy|Non-Energy Use,EJ/yr,4.87,4.85,4.78,4.62,4.23,4.45,4.36,4.16,4.02,4.1,4.01,4.02,4.31,4.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Final Energy|Other Sector,EJ/yr,1.4839,1.4549,1.244,1.226,1.2008,1.2719,1.2667,1.2574,1.2684,1.2441,1.2255,1.2352,1.2463,1.3478,1.3668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Final Energy|Other Sector,EJ/yr,1.6075,1.5665,1.3502,1.3318,1.2776,1.356,1.3485,1.3456,1.3611,1.3355,1.3099,1.3478,1.3608,1.462,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Final Energy|Residential and Commercial,EJ/yr,16.5161,16.6763,15.7097,16.6669,16.5934,17.5312,15.9151,16.4998,16.6928,14.9909,15.6752,16.0468,16.1974,15.8837,15.6751,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Final Energy|Residential and Commercial,EJ/yr,19.0701,19.1483,18.105,19.1585,18.9835,20.1287,18.1351,18.8942,19.123,17.1403,17.9402,18.3918,18.4841,18.2274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Final Energy|Solids,EJ/yr,3.5791,3.7269,3.8505,3.9499,3.836,4.1057,3.8995,4.0595,4.0763,3.7892,3.9044,3.9539,3.998,3.9401,3.8598,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Final Energy|Solids,EJ/yr,3.704,3.8478,3.9816,4.1069,3.9841,4.2729,4.0534,4.2238,4.2852,3.9975,4.1109,4.1571,4.1955,4.1461,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Final Energy|Solids|Biomass,EJ/yr,2.3052,2.3884,2.5338,2.6412,2.6477,2.8317,2.6227,2.8267,2.8773,2.6474,2.7561,2.7826,2.8166,2.7929,2.8241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Final Energy|Solids|Biomass,EJ/yr,2.3225,2.4078,2.5557,2.6896,2.6992,2.8967,2.6821,2.8954,2.9678,2.7396,2.8618,2.8957,2.9323,2.9224,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Final Energy|Transportation,EJ/yr,11.7892,12.0237,12.2182,12.0519,11.7481,11.7225,11.6836,11.2741,11.1269,11.2727,11.4261,11.6909,11.9303,11.9981,12.1169,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Final Energy|Transportation,EJ/yr,13.6004,13.8601,14.0692,13.8264,13.4676,13.4155,13.3545,12.9383,12.7803,12.952,13.138,13.4416,13.6862,13.7487,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Gross Emissions|CO2|Industrial Processes,Mt CO2/yr,298.8579,304.8193,308.4605,288.7412,224.6905,246.6129,246.5957,232.7733,230.1661,235.4731,234.1095,235.7307,244.506,241.8289,236.7683,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Gross Emissions|CO2|Industrial Processes,Mt CO2/yr,320.4169,325.4675,330.7215,309.1079,239.271,262.7384,261.6421,248.0103,247.2255,252.1096,250.2571,249.6825,258.9028,255.4634,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Population,million,434.419,435.816,437.229,438.724,440.047,440.66,439.945,440.551,441.261,442.882,443.669,444.801,445.536,446.205,446.448,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Population,million,494.601,496.436,498.302,500.296,502.089,503.17,502.968,504.046,505.166,507.233,508.522,510.18,511.38,512.479,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Primary Energy,EJ/yr,60.4932,61.0651,60.4947,60.2636,56.7921,59.1057,57.3068,56.7088,56.141,53.9422,54.9379,55.6189,56.9571,56.4617,55.3527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Primary Energy,EJ/yr,69.7359,70.2083,69.4069,69.1102,64.919,67.637,65.1664,64.7488,64.0272,61.4112,62.488,63.0587,64.3252,63.7999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Primary Energy|Biomass,EJ/yr,3.3838,3.6454,3.9716,4.2714,4.4723,4.9274,4.7822,5.2289,5.3193,5.182,5.3311,5.3959,5.545,5.5693,5.7024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Primary Energy|Biomass,EJ/yr,3.519,3.7911,4.1215,4.4736,4.7047,5.1895,5.053,5.5052,5.6333,5.5479,5.746,5.8406,6.0131,6.0813,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Primary Energy|Coal,EJ/yr,11.5991,11.9378,11.9897,11.0933,9.8365,10.4013,10.6211,10.5428,10.3422,9.8402,9.8959,9.499,9.2524,8.9108,7.1737,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Primary Energy|Coal,EJ/yr,13.1788,13.6607,13.636,12.5998,11.0569,11.7356,11.9144,12.189,11.888,11.0779,10.92,10.0265,9.6703,9.2415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Primary Energy|Gas,EJ/yr,15.0578,15.0356,14.779,15.0402,14.1363,15.1893,13.9617,13.7063,13.4539,11.8687,12.3954,13.1189,13.8524,13.5996,14.0559,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Primary Energy|Gas,EJ/yr,18.6367,18.4299,18.2105,18.5948,17.4062,18.7401,16.9067,16.4859,16.2079,14.3771,14.9569,15.9994,16.6568,16.424,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Primary Energy|Geothermal,EJ/yr,0.2487,0.2659,0.283,0.2989,0.309,0.3303,0.4011,0.4204,0.4476,0.4957,0.5334,0.5753,0.7427,0.7729,0.8106,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Primary Energy|Geothermal,EJ/yr,0.2487,0.2659,0.2826,0.2989,0.309,0.3308,0.4024,0.4229,0.4526,0.5003,0.5761,0.6167,0.7817,0.8106,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Primary Energy|Hydro,EJ/yr,1.1099,1.1212,1.1137,1.1777,1.1899,1.344,1.1066,1.1941,1.3247,1.3322,1.2096,1.2443,1.0597,1.238,1.1514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Primary Energy|Hydro,EJ/yr,1.1279,1.1376,1.1317,1.1962,1.2087,1.3569,1.1271,1.2133,1.3419,1.3532,1.2322,1.2636,1.081,1.2594,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Primary Energy|Nuclear,EJ/yr,3.2713,3.2655,3.1151,3.1594,2.9428,3.0465,2.9873,2.8892,2.864,2.8955,2.8227,2.7329,2.7025,2.7044,2.7209,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Primary Energy|Nuclear,EJ/yr,3.5623,3.5344,3.3396,3.3465,3.1532,3.2411,3.2056,3.1023,3.0812,3.0895,3.0409,2.9501,2.9115,2.8987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Primary Energy|Oil,EJ/yr,25.1916,25.1116,24.417,24.291,22.8507,22.7172,22.0942,21.1459,20.6694,20.4982,20.7355,20.9512,21.5197,21.2853,21.1479,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Primary Energy|Oil,EJ/yr,28.7637,28.6398,27.7937,27.5801,25.9573,25.8292,25.0932,24.0971,23.5122,23.3942,23.7165,23.974,24.6071,24.3266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Primary Energy|Solar,EJ/yr,0.0364,0.044,0.0536,0.0737,0.1063,0.1562,0.2554,0.3764,0.4425,0.4932,0.5238,0.5267,0.5585,0.5786,0.6276,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Primary Energy|Solar,EJ/yr,0.0373,0.0452,0.0557,0.0749,0.1084,0.1578,0.2579,0.3831,0.4518,0.51,0.5531,0.5665,0.6021,0.6259,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Primary Energy|Wind,EJ/yr,0.2453,0.2834,0.3596,0.4078,0.4484,0.5033,0.5954,0.6749,0.754,0.8005,0.9475,0.9605,1.1242,1.1539,1.3218,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Primary Energy|Wind,EJ/yr,0.2554,0.2985,0.3785,0.4333,0.4819,0.5405,0.6527,0.7465,0.8562,0.9157,1.0923,1.0944,1.3029,1.3586,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Electricity,EJ/yr,10.5036,10.6872,10.7406,10.7806,10.2331,10.7315,10.5734,10.5637,10.4989,10.2838,10.4422,10.5198,10.6366,10.585,10.4544,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Electricity,EJ/yr,11.9377,12.1174,12.1692,12.1807,11.5895,12.107,11.8982,11.8737,11.7887,11.5009,11.6593,11.7358,11.8465,11.7757,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Electricity|Biomass,EJ/yr,0.1906,0.215,0.2249,0.2482,0.2697,0.3073,0.3129,0.3322,0.3311,0.3364,0.3442,0.3461,0.353,0.3623,0.378,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Electricity|Biomass,EJ/yr,0.2062,0.2308,0.2398,0.2637,0.2882,0.3297,0.3381,0.362,0.3723,0.393,0.4235,0.4263,0.4394,0.4601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Electricity|Coal,EJ/yr,2.9018,2.9292,2.971,2.7133,2.523,2.5155,2.6015,2.6651,2.6136,2.484,2.5286,2.3631,2.2914,2.1361,1.6168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Electricity|Coal,EJ/yr,3.3865,3.465,3.4605,3.1611,2.894,2.9028,2.9919,3.1791,3.0825,2.8448,2.8018,2.4735,2.3725,2.1967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Electricity|Gas,EJ/yr,2.0078,2.1125,2.254,2.4026,2.205,2.3385,2.2445,2.0045,1.7776,1.5825,1.7366,1.9918,2.2091,2.0787,2.3562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Electricity|Gas,EJ/yr,2.5806,2.6429,2.8751,3.0609,2.8295,2.9967,2.7983,2.393,2.1517,1.9756,2.1233,2.5336,2.7258,2.5753,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0194,0.0202,0.0208,0.0206,0.02,0.0202,0.0214,0.021,0.0217,0.0227,0.0238,0.0242,0.0242,0.024,0.0242,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0194,0.0202,0.0208,0.0206,0.02,0.0202,0.0214,0.021,0.0217,0.0227,0.0238,0.0242,0.0242,0.024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Electricity|Hydro,EJ/yr,1.226,1.2337,1.22,1.2776,1.2876,1.4446,1.1983,1.2944,1.4279,1.435,1.3077,1.3418,1.1609,1.3329,1.243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Electricity|Hydro,EJ/yr,1.2542,1.2642,1.2522,1.3108,1.3197,1.4689,1.2292,1.3242,1.4553,1.4666,1.3402,1.3718,1.1925,1.3617,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Electricity|Nuclear,EJ/yr,3.2979,3.2919,3.1401,3.185,2.9697,3.0761,3.016,2.9231,2.9024,2.9252,2.832,2.7647,2.7338,2.743,2.7552,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Electricity|Nuclear,EJ/yr,3.5917,3.5636,3.367,3.374,3.2184,3.2998,3.2643,3.1765,3.1566,3.1547,3.0853,3.0229,2.987,2.9772,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Electricity|Oil,EJ/yr,0.4948,0.4682,0.394,0.3656,0.3346,0.2955,0.2685,0.2612,0.2275,0.2179,0.2279,0.2232,0.2112,0.1963,0.187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Electricity|Oil,EJ/yr,0.514,0.4904,0.4121,0.3897,0.3562,0.3128,0.2798,0.2717,0.235,0.2248,0.2352,0.23,0.2171,0.2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Electricity|Solar,EJ/yr,0.0053,0.009,0.0136,0.0268,0.0508,0.0836,0.1702,0.2526,0.3028,0.339,0.3631,0.3637,0.3886,0.4153,0.4526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Electricity|Solar,EJ/yr,0.0053,0.009,0.0136,0.0268,0.0508,0.0838,0.1711,0.2575,0.31,0.3536,0.3902,0.4012,0.4299,0.4615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Electricity|Wind,EJ/yr,0.2451,0.2834,0.3597,0.4076,0.4484,0.5034,0.5952,0.6749,0.7541,0.8005,0.9475,0.9606,1.1243,1.1538,1.3216,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Electricity|Wind,EJ/yr,0.2556,0.2986,0.3787,0.4333,0.4818,0.5405,0.6527,0.7463,0.8563,0.9155,1.0925,1.0944,1.303,1.3587,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Heat,EJ/yr,2.4876,2.4689,2.3723,2.3728,2.3393,2.5797,2.3791,2.4232,2.4097,2.225,2.2483,2.3426,2.3378,2.2781,2.2399,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Heat,EJ/yr,2.5448,2.5236,2.4311,2.4372,2.3937,2.6367,2.4372,2.4815,2.4663,2.2853,2.3114,2.4078,2.4043,2.3445,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Heat|Biomass,EJ/yr,0.2722,0.2856,0.296,0.3253,0.3411,0.4077,0.4111,0.4694,0.5022,0.5139,0.5398,0.5777,0.6027,0.6076,0.6381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Heat|Biomass,EJ/yr,0.2722,0.2856,0.296,0.3253,0.3417,0.4078,0.4123,0.4711,0.5025,0.5145,0.5433,0.5814,0.6067,0.612,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Heat|Geothermal,EJ/yr,0.0047,0.0045,0.0043,0.0045,0.0043,0.0052,0.0047,0.0053,0.0062,0.0071,0.0082,0.0099,0.011,0.0118,0.0129,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Heat|Geothermal,EJ/yr,0.0047,0.0045,0.0043,0.0045,0.0043,0.0052,0.0047,0.0053,0.0062,0.0071,0.0082,0.0099,0.011,0.0118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Secondary Energy|Solids,EJ/yr,1.4968,1.5567,1.5414,1.4895,1.1231,1.339,1.3359,1.2917,1.2657,1.2511,1.2393,1.2456,1.2489,1.2463,1.1318,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Secondary Energy|Solids,EJ/yr,1.6405,1.7087,1.6878,1.6346,1.247,1.4737,1.4705,1.4158,1.394,1.3725,1.3312,1.2946,1.2976,1.2915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Trade|Primary Energy|Biomass|Volume,EJ/yr,-0.0709,-0.114,-0.1338,-0.1487,-0.1802,-0.2124,-0.2567,-0.2511,-0.1781,-0.1779,-0.1477,-0.1629,-0.1852,-0.223,-0.2055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Trade|Primary Energy|Biomass|Volume,EJ/yr,-0.0884,-0.1297,-0.1455,-0.1855,-0.2285,-0.2781,-0.3197,-0.3038,-0.252,-0.2843,-0.2696,-0.2845,-0.2935,-0.3672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Trade|Primary Energy|Coal|Volume,EJ/yr,-4.1005,-4.4346,-4.5376,-4.5521,-3.5457,-3.9233,-4.2406,-4.1516,-4.0049,-4.0399,-4.0152,-3.8637,-3.9635,-3.8587,-3.1119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Trade|Primary Energy|Coal|Volume,EJ/yr,-5.242,-5.7453,-5.6667,-5.6928,-4.5195,-4.5951,-5.0636,-5.2826,-5.3165,-5.1489,-4.6261,-4.1266,-4.2072,-4.1393,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Trade|Primary Energy|Gas|Volume,EJ/yr,-10.3874,-10.7101,-10.1474,-10.5482,-9.9909,-10.2918,-9.9994,-9.4901,-9.1854,-8.5347,-9.2337,-9.9299,-11.1097,-11.3248,-12.6082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Trade|Primary Energy|Gas|Volume,EJ/yr,-10.6374,-11.11,-10.8436,-11.4761,-11.0754,-11.7112,-11.361,-10.8595,-10.6064,-9.7044,-10.3453,-11.2586,-12.3747,-12.7238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27,Trade|Primary Energy|Oil|Volume,EJ/yr,-25.3767,-25.4107,-24.6448,-24.8926,-23.1879,-23.0368,-22.2889,-21.4137,-20.9471,-20.6941,-21.5149,-21.3256,-21.6769,-21.6488,-22.1043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,Eurostat,EU27 & UK,Trade|Primary Energy|Oil|Volume,EJ/yr,-25.2629,-25.7246,-24.718,-25.205,-23.4381,-23.4912,-23.126,-22.5346,-22.1141,-21.9628,-22.6455,-22.389,-22.8057,-22.5399,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy,EJ/yr,49.4064,49.6969,49.1136,49.2582,46.6281,48.5478,46.5264,46.1668,45.9243,44.2918,45.1446,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy,EJ/yr,56.2535,56.4516,55.7129,55.8702,52.782,54.9247,52.4336,52.1658,51.943,50.017,50.9789,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Electricity,EJ/yr,8.7809,8.9756,9.05,9.0942,8.6271,9.0478,8.8953,8.919,8.8396,8.6886,8.8263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Electricity,EJ/yr,10.0382,10.2205,10.2819,10.3267,9.7873,10.2333,10.0411,10.0657,9.9804,9.7814,9.918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Gases,EJ/yr,10.2969,10.0766,9.723,9.8614,9.2138,10.1062,9.2364,9.5374,9.7981,8.8334,9.1153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Gases,EJ/yr,12.433,12.1117,11.6638,11.8536,11.003,12.1027,10.8825,11.3433,11.6176,10.3774,10.7148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Heat,EJ/yr,2.2307,2.2148,2.1292,2.1306,2.0992,2.3488,2.1498,2.1528,2.151,1.9785,2.0075,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Heat,EJ/yr,2.2867,2.2695,2.1881,2.195,2.1536,2.4057,2.208,2.217,2.2074,2.039,2.067,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Industry|Electricity,EJ/yr,3.81,3.8159,3.8649,3.7759,3.2752,3.4789,3.5143,3.4445,3.4049,3.4404,3.4634,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Industry|Electricity,EJ/yr,4.244,4.2458,4.2874,4.2032,3.6497,3.8713,3.8985,3.8137,3.77,3.7904,3.8122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Industry|Heat,EJ/yr,0.7244,0.7645,0.7453,0.7313,0.725,0.786,0.7857,0.8005,0.7988,0.751,0.7496,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Industry|Heat,EJ/yr,0.7621,0.8009,0.7857,0.777,0.7609,0.8243,0.8255,0.8454,0.8363,0.7928,0.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Industry|Solids|Biomass,EJ/yr,0.8131,0.8436,0.892,0.8628,0.8704,0.9406,0.9395,0.9041,0.9641,0.9948,1.0294,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Industry|Solids|Biomass,EJ/yr,0.8227,0.854,0.9048,0.882,0.8892,0.9626,0.9622,0.925,0.9938,1.0307,1.0753,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Industry|Solids|Fossil,EJ/yr,1.5024,1.4824,1.4507,1.3742,1.1539,1.2281,1.2925,1.2074,1.1255,1.0647,1.1222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Industry|Solids|Fossil,EJ/yr,1.6359,1.6244,1.5839,1.5272,1.264,1.349,1.3967,1.3112,1.2526,1.2017,1.2398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Liquids,EJ/yr,23.8599,24.107,23.8361,23.7659,22.4221,22.4585,21.8554,21.1074,20.7058,20.6058,20.814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Liquids,EJ/yr,27.0731,27.3352,27.0158,26.8527,25.3766,25.3753,24.7152,23.8861,23.4559,23.3736,23.6406,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial,EJ/yr,16.8067,16.9587,15.869,16.7406,16.5882,17.6266,15.8937,16.4005,16.5049,14.8774,15.4766,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial,EJ/yr,19.4404,19.5011,18.3297,19.3528,19.0577,20.303,18.1786,18.882,19.0124,17.0686,17.7266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Electricity,EJ/yr,4.758,4.9542,4.9821,5.1182,5.1548,5.3701,5.1781,5.2734,5.2325,5.053,5.1583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Electricity,EJ/yr,5.5667,5.7547,5.7773,5.9092,5.9259,6.1479,5.9244,6.0355,5.9926,5.7795,5.8851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Gases,EJ/yr,5.4418,5.5136,5.0288,5.2713,5.2614,5.7529,4.9444,5.2147,5.3303,4.4825,4.8018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27 & UK,Final Energy|Residential and Commercial|Gases,EJ/yr,7.0323,7.0233,6.4743,6.8483,6.7194,7.3839,6.2488,6.6922,6.8157,5.6951,6.0668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
reference,IEA,EU27,Final Energy|Residential and Commercial|Gases|Biomass,EJ/yr,0.016,0.0195,0.0257,0.027,0.0332,0.0381,0.0436,0.0552,0.063,0.0695,0.0731,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA
